runDate,stations,trainCode,trainStationId,scheduledArrival,scheduledDeparture,actualArrival,actualDeparture,distance,dayCount,ArrivalDelay,DepartureDelay
2020-01-29,JHS,T-12625,2659350,2020-01-31 06:55:00,2020-01-31 07:05:00,2020-01-31 07:44:00,2020-01-31 07:54:00,2620,2,49,49
2020-01-29,AGC,T-12625,2657986,2020-01-31 10:10:00,2020-01-31 10:15:00,2020-01-31 11:08:00,2020-01-31 11:11:00,2836,2,58,56
2020-01-29,FDB,T-12625,2659398,2020-01-31 12:48:00,2020-01-31 12:50:00,2020-01-31 13:31:00,2020-01-31 13:32:00,3003,2,43,42
2020-01-29,NZM,T-12625,2657830,2020-01-31 13:21:00,2020-01-31 13:23:00,2020-01-31 14:04:00,2020-01-31 14:06:00,3024,2,43,43
2020-01-29,NDLS,T-12625,2657756,2020-01-31 13:45:00,,2020-01-31 14:40:00,2020-01-31 00:00:00,3031,2,55,0
2020-01-30,TVC,T-12625,2657792,,2020-01-30 11:15:00,2020-01-30 00:00:00,2020-01-30 11:17:00,0,0,0,2
2020-01-30,VAK,T-12625,2733464,2020-01-30 11:49:00,2020-01-30 11:50:00,2020-01-30 11:55:00,2020-01-30 11:56:00,41,0,6,6
2020-01-30,QLN,T-12625,2658802,2020-01-30 12:22:00,2020-01-30 12:25:00,2020-01-30 12:21:00,2020-01-30 12:25:00,65,0,1,0
2020-01-30,KYJ,T-12625,2658308,2020-01-30 12:58:00,2020-01-30 13:00:00,2020-01-30 13:02:00,2020-01-30 13:04:00,105,0,4,4
2020-01-30,MVLK,T-12625,2733330,2020-01-30 13:09:00,2020-01-30 13:10:00,2020-01-30 13:15:00,2020-01-30 13:16:00,113,0,6,6
2020-01-30,CNGR,T-12625,2658479,2020-01-30 13:18:00,2020-01-30 13:20:00,2020-01-30 13:28:00,2020-01-30 13:30:00,126,0,10,10
2020-01-30,TRVL,T-12625,2658674,2020-01-30 13:29:00,2020-01-30 13:30:00,2020-01-30 13:41:00,2020-01-30 13:42:00,135,0,12,12
2020-01-30,CGY,T-12625,2733265,2020-01-30 13:44:00,2020-01-30 13:45:00,2020-01-30 13:50:00,2020-01-30 13:51:00,143,0,6,6
2020-01-30,KTYM,T-12625,2659533,2020-01-30 14:07:00,2020-01-30 14:10:00,2020-01-30 14:14:00,2020-01-30 14:17:00,161,0,7,7
2020-01-30,VARD,T-12625,2733466,2020-01-30 14:39:00,2020-01-30 14:40:00,2020-01-30 14:46:00,2020-01-30 14:47:00,185,0,7,7
2020-01-30,ERN,T-12625,2659586,2020-01-30 15:40:00,2020-01-30 15:45:00,2020-01-30 15:37:00,2020-01-30 16:03:00,221,0,-3,18
2020-01-30,AWY,T-12625,2657810,2020-01-30 16:03:00,2020-01-30 16:05:00,2020-01-30 16:26:00,2020-01-30 16:28:00,237,0,23,23
2020-01-30,TCR,T-12625,2658364,2020-01-30 17:07:00,2020-01-30 17:10:00,2020-01-30 17:18:00,2020-01-30 17:20:00,292,0,11,10
2020-01-30,OTP,T-12625,2733328,2020-01-30 18:04:00,2020-01-30 18:05:00,2020-01-30 18:02:00,2020-01-30 18:05:00,336,0,-2,0
2020-01-30,PGT,T-12625,2658283,2020-01-30 18:42:00,2020-01-30 18:45:00,2020-01-30 18:35:00,2020-01-30 18:47:00,367,0,-7,2
2020-01-30,CBE,T-12625,2657867,2020-01-30 19:52:00,2020-01-30 19:55:00,2020-01-30 19:59:00,2020-01-30 20:12:00,423,0,7,17
2020-01-30,TUP,T-12625,2657806,2020-01-30 20:48:00,2020-01-30 20:50:00,2020-01-30 20:56:00,2020-01-30 20:58:00,474,0,8,8
2020-01-30,ED,T-12625,2658786,2020-01-30 21:50:00,2020-01-30 21:55:00,2020-01-30 21:37:00,2020-01-30 21:58:00,524,0,-13,3
2020-01-30,SA,T-12625,2659084,2020-01-30 22:52:00,2020-01-30 22:55:00,2020-01-30 22:53:00,2020-01-30 22:58:00,584,0,1,3
2020-01-30,JTJ,T-12625,2657662,2020-01-31 00:43:00,2020-01-31 00:45:00,2020-01-31 00:35:00,2020-01-31 00:50:00,704,1,-8,5
2020-01-30,KPD,T-12625,2658215,2020-01-31 02:00:00,2020-01-31 02:02:00,2020-01-31 01:55:00,2020-01-31 02:04:00,789,1,-5,2
2020-01-30,CTO,T-12625,2658278,2020-01-31 02:39:00,2020-01-31 02:40:00,2020-01-31 02:35:00,2020-01-31 02:42:00,821,1,-4,2
2020-01-30,TPTY,T-12625,2659319,2020-01-31 03:48:00,2020-01-31 03:50:00,2020-01-31 03:40:00,2020-01-31 03:50:00,893,1,-8,0
2020-01-30,RU,T-12625,2659076,2020-01-31 04:10:00,2020-01-31 04:20:00,2020-01-31 04:25:00,2020-01-31 04:38:00,903,1,15,18
2020-01-30,GDR,T-12625,2657687,2020-01-31 05:43:00,2020-01-31 05:45:00,2020-01-31 05:49:00,2020-01-31 05:53:00,986,1,6,8
2020-01-30,NLR,T-12625,2659518,2020-01-31 06:17:00,2020-01-31 06:18:00,2020-01-31 06:27:00,2020-01-31 06:29:00,1025,1,11,11
2020-01-30,BZA,T-12625,2657824,2020-01-31 10:00:00,2020-01-31 10:10:00,2020-01-31 10:00:00,2020-01-31 10:10:00,1280,1,0,0
2020-01-30,WL,T-12625,2659008,2020-01-31 13:00:00,2020-01-31 13:05:00,2020-01-31 13:06:00,2020-01-31 13:10:00,1487,1,6,5
2020-01-30,RDM,T-12625,2733232,2020-01-31 14:40:00,2020-01-31 14:41:00,2020-01-31 14:50:00,2020-01-31 14:51:00,1588,1,10,10
2020-01-30,BPQ,T-12625,2658211,2020-01-31 16:55:00,2020-01-31 17:00:00,2020-01-31 17:01:00,2020-01-31 17:12:00,1730,1,6,12
2020-01-30,CD,T-12625,2658780,2020-01-31 17:18:00,2020-01-31 17:19:00,2020-01-31 17:27:00,2020-01-31 17:29:00,1744,1,11,10
2020-01-30,SEGM,T-12625,2658373,2020-01-31 19:00:00,2020-01-31 19:01:00,2020-01-31 18:58:00,2020-01-31 19:01:00,1862,1,-2,0
2020-01-30,NGP,T-12625,2659359,2020-01-31 20:10:00,2020-01-31 20:15:00,2020-01-31 20:17:00,2020-01-31 20:26:00,1938,1,7,11
2020-01-30,ET,T-12625,2658804,2020-02-01 01:05:00,2020-02-01 01:15:00,2020-02-01 01:15:00,2020-02-01 01:26:00,2237,2,10,11
2020-01-30,BPL,T-12625,2658194,2020-02-01 02:55:00,2020-02-01 03:00:00,2020-02-01 03:08:00,2020-02-01 03:17:00,2329,2,13,17
2020-01-30,BINA,T-12625,2657929,2020-02-01 04:50:00,2020-02-01 04:55:00,2020-02-01 04:54:00,2020-02-01 04:58:00,2467,2,4,3
2020-01-30,JHS,T-12625,2659350,2020-02-01 06:55:00,2020-02-01 07:05:00,2020-02-01 07:11:00,2020-02-01 07:20:00,2620,2,16,15
2020-01-30,GWL,T-12625,2658454,2020-02-01 08:20:00,2020-02-01 08:25:00,2020-02-01 08:52:00,2020-02-01 08:57:00,2718,2,32,32
2020-01-30,AGC,T-12625,2657986,2020-02-01 10:10:00,2020-02-01 10:15:00,2020-02-01 10:18:00,2020-02-01 10:26:00,2836,2,8,11
2020-01-30,MTJ,T-12625,2659144,2020-02-01 11:00:00,2020-02-01 11:02:00,2020-02-01 11:20:00,2020-02-01 11:27:00,2890,2,20,25
2020-01-30,FDB,T-12625,2659398,2020-02-01 12:48:00,2020-02-01 12:50:00,2020-02-01 12:51:00,2020-02-01 12:52:00,3003,2,3,2
2020-01-30,NZM,T-12625,2657830,2020-02-01 13:21:00,2020-02-01 13:23:00,2020-02-01 13:12:00,2020-02-01 13:41:00,3024,2,-9,18
2020-01-30,NDLS,T-12625,2657756,2020-02-01 13:45:00,,2020-02-01 14:00:00,2020-02-01 00:00:00,3031,2,15,0
2020-01-31,TVC,T-12625,2657792,,2020-01-31 11:15:00,2020-01-31 00:00:00,2020-01-31 11:17:00,0,0,0,2
2020-01-31,VAK,T-12625,2733464,2020-01-31 11:49:00,2020-01-31 11:50:00,2020-01-31 11:54:00,2020-01-31 11:55:00,41,0,5,5
2020-01-31,QLN,T-12625,2658802,2020-01-31 12:22:00,2020-01-31 12:25:00,2020-01-31 12:21:00,2020-01-31 12:26:00,65,0,1,1
2020-01-31,KYJ,T-12625,2658308,2020-01-31 12:58:00,2020-01-31 13:00:00,2020-01-31 13:02:00,2020-01-31 13:04:00,105,0,4,4
2020-01-31,MVLK,T-12625,2733330,2020-01-31 13:09:00,2020-01-31 13:10:00,2020-01-31 13:14:00,2020-01-31 13:15:00,113,0,5,5
2020-01-31,CNGR,T-12625,2658479,2020-01-31 13:18:00,2020-01-31 13:20:00,2020-01-31 13:27:00,2020-01-31 13:29:00,126,0,9,9
2020-01-31,TRVL,T-12625,2658674,2020-01-31 13:29:00,2020-01-31 13:30:00,2020-01-31 13:38:00,2020-01-31 13:39:00,135,0,9,9
2020-01-31,CGY,T-12625,2733265,2020-01-31 13:44:00,2020-01-31 13:45:00,2020-01-31 13:49:00,2020-01-31 13:50:00,143,0,5,5
2020-01-31,KTYM,T-12625,2659533,2020-01-31 14:07:00,2020-01-31 14:10:00,2020-01-31 14:12:00,2020-01-31 14:21:00,161,0,5,11
2020-01-31,VARD,T-12625,2733466,2020-01-31 14:39:00,2020-01-31 14:40:00,2020-01-31 14:47:00,2020-01-31 14:48:00,185,0,8,8
2020-01-31,ERN,T-12625,2659586,2020-01-31 15:40:00,2020-01-31 15:45:00,2020-01-31 15:33:00,2020-01-31 15:45:00,221,0,-7,0
2020-01-31,AWY,T-12625,2657810,2020-01-31 16:03:00,2020-01-31 16:05:00,2020-01-31 16:08:00,2020-01-31 16:10:00,237,0,5,5
2020-01-31,TCR,T-12625,2658364,2020-01-31 17:07:00,2020-01-31 17:10:00,2020-01-31 17:15:00,2020-01-31 17:17:00,292,0,8,7
2020-01-31,OTP,T-12625,2733328,2020-01-31 18:04:00,2020-01-31 18:05:00,2020-01-31 18:06:00,2020-01-31 18:07:00,336,0,2,2
2020-01-31,PGT,T-12625,2658283,2020-01-31 18:42:00,2020-01-31 18:45:00,2020-01-31 18:32:00,2020-01-31 18:47:00,367,0,-10,2
2020-01-31,CBE,T-12625,2657867,2020-01-31 19:52:00,2020-01-31 19:55:00,2020-01-31 19:52:00,2020-01-31 20:20:00,423,0,0,25
2020-01-31,TUP,T-12625,2657806,2020-01-31 20:48:00,2020-01-31 20:50:00,2020-01-31 21:13:00,2020-01-31 21:16:00,474,0,25,26
2020-01-31,ED,T-12625,2658786,2020-01-31 21:50:00,2020-01-31 21:55:00,2020-01-31 21:58:00,2020-01-31 22:11:00,524,0,8,16
2020-01-31,SA,T-12625,2659084,2020-01-31 22:52:00,2020-01-31 22:55:00,2020-01-31 23:00:00,2020-01-31 23:04:00,584,0,8,9
2020-01-31,JTJ,T-12625,2657662,2020-02-01 00:43:00,2020-02-01 00:45:00,2020-02-01 00:38:00,2020-02-01 00:47:00,704,1,-5,2
2020-01-31,KPD,T-12625,2658215,2020-02-01 02:00:00,2020-02-01 02:02:00,2020-02-01 01:57:00,2020-02-01 02:03:00,789,1,-3,1
2020-01-31,CTO,T-12625,2658278,2020-02-01 02:39:00,2020-02-01 02:40:00,2020-02-01 02:34:00,2020-02-01 02:43:00,821,1,-5,3
2020-01-31,TPTY,T-12625,2659319,2020-02-01 03:48:00,2020-02-01 03:50:00,2020-02-01 03:46:00,2020-02-01 03:51:00,893,1,-2,1
2020-01-31,RU,T-12625,2659076,2020-02-01 04:10:00,2020-02-01 04:20:00,2020-02-01 04:11:00,2020-02-01 04:25:00,903,1,1,5
2020-01-31,GDR,T-12625,2657687,2020-02-01 05:43:00,2020-02-01 05:45:00,2020-02-01 05:38:00,2020-02-01 05:51:00,986,1,-5,6
2020-01-31,NLR,T-12625,2659518,2020-02-01 06:17:00,2020-02-01 06:18:00,2020-02-01 06:24:00,2020-02-01 06:26:00,1025,1,8,8
2020-01-31,BZA,T-12625,2657824,2020-02-01 10:00:00,2020-02-01 10:10:00,2020-02-01 09:44:00,2020-02-01 10:20:00,1280,1,-16,10
2020-01-31,WL,T-12625,2659008,2020-02-01 13:00:00,2020-02-01 13:05:00,2020-02-01 13:13:00,2020-02-01 13:22:00,1487,1,13,17
2020-01-31,RDM,T-12625,2733232,2020-02-01 14:40:00,2020-02-01 14:41:00,2020-02-01 14:48:00,2020-02-01 14:49:00,1588,1,8,8
2020-01-31,BPQ,T-12625,2658211,2020-02-01 16:55:00,2020-02-01 17:00:00,2020-02-01 16:53:00,2020-02-01 17:06:00,1730,1,-2,6
2020-01-31,CD,T-12625,2658780,2020-02-01 17:18:00,2020-02-01 17:19:00,2020-02-01 17:22:00,2020-02-01 17:23:00,1744,1,6,4
2020-01-31,SEGM,T-12625,2658373,2020-02-01 19:00:00,2020-02-01 19:01:00,2020-02-01 18:49:00,2020-02-01 19:01:00,1862,1,-11,0
2020-01-31,NGP,T-12625,2659359,2020-02-01 20:10:00,2020-02-01 20:15:00,2020-02-01 20:10:00,2020-02-01 20:20:00,1938,1,0,5
2020-01-31,ET,T-12625,2658804,2020-02-02 01:05:00,2020-02-02 01:15:00,2020-02-02 01:05:00,2020-02-02 01:28:00,2237,2,0,13
2020-01-31,BPL,T-12625,2658194,2020-02-02 02:55:00,2020-02-02 03:00:00,2020-02-02 03:10:00,2020-02-02 03:18:00,2329,2,15,18
2020-01-31,BINA,T-12625,2657929,2020-02-02 04:50:00,2020-02-02 04:55:00,2020-02-02 04:55:00,2020-02-02 05:00:00,2467,2,5,5
2020-01-31,JHS,T-12625,2659350,2020-02-02 06:55:00,2020-02-02 07:05:00,2020-02-02 07:03:00,2020-02-02 07:14:00,2620,2,8,9
2020-01-31,GWL,T-12625,2658454,2020-02-02 08:20:00,2020-02-02 08:25:00,2020-02-02 08:43:00,2020-02-02 08:47:00,2718,2,23,22
2020-01-31,AGC,T-12625,2657986,2020-02-02 10:10:00,2020-02-02 10:15:00,2020-02-02 10:09:00,2020-02-02 10:16:00,2836,2,-1,1
2020-01-31,MTJ,T-12625,2659144,2020-02-02 11:00:00,2020-02-02 11:02:00,2020-02-02 11:06:00,2020-02-02 11:11:00,2890,2,6,9
2020-01-31,FDB,T-12625,2659398,2020-02-02 12:48:00,2020-02-02 12:50:00,2020-02-02 12:50:00,2020-02-02 12:52:00,3003,2,2,2
2020-01-31,NZM,T-12625,2657830,2020-02-02 13:21:00,2020-02-02 13:23:00,2020-02-02 13:20:00,2020-02-02 13:23:00,3024,2,-1,0
2020-01-31,NDLS,T-12625,2657756,2020-02-02 13:45:00,,2020-02-02 13:46:00,2020-02-02 00:00:00,3031,2,1,0
2020-02-01,TVC,T-12625,2657792,,2020-02-01 11:15:00,2020-02-01 00:00:00,2020-02-01 11:16:00,0,0,0,1
2020-02-01,VAK,T-12625,2733464,2020-02-01 11:49:00,2020-02-01 11:50:00,2020-02-01 11:53:00,2020-02-01 11:55:00,41,0,4,5
2020-02-01,QLN,T-12625,2658802,2020-02-01 12:22:00,2020-02-01 12:25:00,2020-02-01 12:21:00,2020-02-01 12:26:00,65,0,1,1
2020-02-01,KYJ,T-12625,2658308,2020-02-01 12:58:00,2020-02-01 13:00:00,2020-02-01 13:08:00,2020-02-01 13:11:00,105,0,10,11
2020-02-01,MVLK,T-12625,2733330,2020-02-01 13:09:00,2020-02-01 13:10:00,2020-02-01 13:19:00,2020-02-01 13:21:00,113,0,10,11
2020-02-01,CNGR,T-12625,2658479,2020-02-01 13:18:00,2020-02-01 13:20:00,2020-02-01 13:32:00,2020-02-01 13:40:00,126,0,14,20
2020-02-01,TRVL,T-12625,2658674,2020-02-01 13:29:00,2020-02-01 13:30:00,2020-02-01 13:55:00,2020-02-01 13:56:00,135,0,26,26
2020-02-01,CGY,T-12625,2733265,2020-02-01 13:44:00,2020-02-01 13:45:00,2020-02-01 14:05:00,2020-02-01 14:06:00,143,0,21,21
2020-02-01,KTYM,T-12625,2659533,2020-02-01 14:07:00,2020-02-01 14:10:00,2020-02-01 14:35:00,2020-02-01 14:40:00,161,0,28,30
2020-02-01,VARD,T-12625,2733466,2020-02-01 14:39:00,2020-02-01 14:40:00,2020-02-01 15:09:00,2020-02-01 15:11:00,185,0,30,31
2020-02-01,ERN,T-12625,2659586,2020-02-01 15:40:00,2020-02-01 15:45:00,2020-02-01 15:53:00,2020-02-01 15:59:00,221,0,13,14
2020-02-01,AWY,T-12625,2657810,2020-02-01 16:03:00,2020-02-01 16:05:00,2020-02-01 16:24:00,2020-02-01 16:26:00,237,0,21,21
2020-02-01,TCR,T-12625,2658364,2020-02-01 17:07:00,2020-02-01 17:10:00,2020-02-01 17:22:00,2020-02-01 17:26:00,292,0,15,16
2020-02-01,OTP,T-12625,2733328,2020-02-01 18:04:00,2020-02-01 18:05:00,2020-02-01 18:13:00,2020-02-01 18:15:00,336,0,9,10
2020-02-01,PGT,T-12625,2658283,2020-02-01 18:42:00,2020-02-01 18:45:00,2020-02-01 18:40:00,2020-02-01 18:46:00,367,0,-2,1
2020-02-01,CBE,T-12625,2657867,2020-02-01 19:52:00,2020-02-01 19:55:00,2020-02-01 20:30:00,2020-02-01 20:45:00,423,0,38,50
2020-02-01,TUP,T-12625,2657806,2020-02-01 20:48:00,2020-02-01 20:50:00,2020-02-01 21:36:00,2020-02-01 21:38:00,474,0,48,48
2020-02-01,ED,T-12625,2658786,2020-02-01 21:50:00,2020-02-01 21:55:00,2020-02-01 22:23:00,2020-02-01 22:33:00,524,0,33,38
2020-02-01,SA,T-12625,2659084,2020-02-01 22:52:00,2020-02-01 22:55:00,2020-02-01 23:23:00,2020-02-01 23:26:00,584,0,31,31
2020-02-01,JTJ,T-12625,2657662,2020-02-02 00:43:00,2020-02-02 00:45:00,2020-02-02 00:47:00,2020-02-02 00:51:00,704,1,4,6
2020-02-01,KPD,T-12625,2658215,2020-02-02 02:00:00,2020-02-02 02:02:00,2020-02-02 01:57:00,2020-02-02 02:02:00,789,1,-3,0
2020-02-01,CTO,T-12625,2658278,2020-02-02 02:39:00,2020-02-02 02:40:00,2020-02-02 02:31:00,2020-02-02 02:40:00,821,1,-8,0
2020-02-01,TPTY,T-12625,2659319,2020-02-02 03:48:00,2020-02-02 03:50:00,2020-02-02 03:51:00,2020-02-02 03:55:00,893,1,3,5
2020-02-01,RU,T-12625,2659076,2020-02-02 04:10:00,2020-02-02 04:20:00,2020-02-02 04:18:00,2020-02-02 04:30:00,903,1,8,10
2020-02-01,GDR,T-12625,2657687,2020-02-02 05:43:00,2020-02-02 05:45:00,2020-02-02 05:46:00,2020-02-02 05:49:00,986,1,3,4
2020-02-01,NLR,T-12625,2659518,2020-02-02 06:17:00,2020-02-02 06:18:00,2020-02-02 06:20:00,2020-02-02 06:23:00,1025,1,4,5
2020-02-01,BZA,T-12625,2657824,2020-02-02 10:00:00,2020-02-02 10:10:00,2020-02-02 09:48:00,2020-02-02 10:12:00,1280,1,-12,2
2020-02-01,WL,T-12625,2659008,2020-02-02 13:00:00,2020-02-02 13:05:00,2020-02-02 13:10:00,2020-02-02 13:16:00,1487,1,10,11
2020-02-01,RDM,T-12625,2733232,2020-02-02 14:40:00,2020-02-02 14:41:00,2020-02-02 14:42:00,2020-02-02 14:45:00,1588,1,2,4
2020-02-01,BPQ,T-12625,2658211,2020-02-02 16:55:00,2020-02-02 17:00:00,2020-02-02 17:09:00,2020-02-02 17:19:00,1730,1,14,19
2020-02-01,CD,T-12625,2658780,2020-02-02 17:18:00,2020-02-02 17:19:00,2020-02-02 17:33:00,2020-02-02 17:36:00,1744,1,17,17
2020-02-01,SEGM,T-12625,2658373,2020-02-02 19:00:00,2020-02-02 19:01:00,2020-02-02 19:04:00,2020-02-02 19:06:00,1862,1,4,5
2020-02-01,NGP,T-12625,2659359,2020-02-02 20:10:00,2020-02-02 20:15:00,2020-02-02 20:18:00,2020-02-02 20:27:00,1938,1,8,12
2020-02-01,ET,T-12625,2658804,2020-02-03 01:05:00,2020-02-03 01:15:00,2020-02-03 01:22:00,2020-02-03 01:27:00,2237,2,17,12
2020-02-01,BPL,T-12625,2658194,2020-02-03 02:55:00,2020-02-03 03:00:00,2020-02-03 03:00:00,2020-02-03 03:07:00,2329,2,5,7
2020-02-01,BINA,T-12625,2657929,2020-02-03 04:50:00,2020-02-03 04:55:00,2020-02-03 04:56:00,2020-02-03 05:00:00,2467,2,6,5
2020-02-01,JHS,T-12625,2659350,2020-02-03 06:55:00,2020-02-03 07:05:00,2020-02-03 07:03:00,2020-02-03 07:13:00,2620,2,8,8
2020-02-01,GWL,T-12625,2658454,2020-02-03 08:20:00,2020-02-03 08:25:00,2020-02-03 08:50:00,2020-02-03 08:54:00,2718,2,30,29
2020-02-01,AGC,T-12625,2657986,2020-02-03 10:10:00,2020-02-03 10:15:00,2020-02-03 10:21:00,2020-02-03 10:26:00,2836,2,11,11
2020-02-01,MTJ,T-12625,2659144,2020-02-03 11:00:00,2020-02-03 11:02:00,2020-02-03 11:17:00,2020-02-03 11:21:00,2890,2,17,19
2020-02-01,FDB,T-12625,2659398,2020-02-03 12:48:00,2020-02-03 12:50:00,2020-02-03 12:50:00,2020-02-03 12:52:00,3003,2,2,2
2020-02-01,NZM,T-12625,2657830,2020-02-03 13:21:00,2020-02-03 13:23:00,2020-02-03 13:33:00,2020-02-03 13:35:00,3024,2,12,12
2020-02-01,NDLS,T-12625,2657756,2020-02-03 13:45:00,,2020-02-03 13:54:00,2020-02-03 00:00:00,3031,2,9,0
2020-02-02,TVC,T-12625,2657792,,2020-02-02 11:15:00,2020-02-02 00:00:00,2020-02-02 11:15:00,0,0,0,0
2020-02-02,VAK,T-12625,2733464,2020-02-02 11:49:00,2020-02-02 11:50:00,2020-02-02 12:01:00,2020-02-02 12:03:00,41,0,12,13
2020-02-02,QLN,T-12625,2658802,2020-02-02 12:22:00,2020-02-02 12:25:00,2020-02-02 12:30:00,2020-02-02 12:38:00,65,0,10,13
2020-02-02,KYJ,T-12625,2658308,2020-02-02 12:58:00,2020-02-02 13:00:00,2020-02-02 13:14:00,2020-02-02 13:17:00,105,0,16,17
2020-02-02,MVLK,T-12625,2733330,2020-02-02 13:09:00,2020-02-02 13:10:00,2020-02-02 13:28:00,2020-02-02 13:29:00,113,0,19,19
2020-02-02,CNGR,T-12625,2658479,2020-02-02 13:18:00,2020-02-02 13:20:00,2020-02-02 13:41:00,2020-02-02 13:43:00,126,0,23,23
2020-02-02,TRVL,T-12625,2658674,2020-02-02 13:29:00,2020-02-02 13:30:00,2020-02-02 13:57:00,2020-02-02 13:59:00,135,0,28,29
2020-02-02,CGY,T-12625,2733265,2020-02-02 13:44:00,2020-02-02 13:45:00,2020-02-02 14:09:00,2020-02-02 14:10:00,143,0,25,25
2020-02-02,KTYM,T-12625,2659533,2020-02-02 14:07:00,2020-02-02 14:10:00,2020-02-02 14:31:00,2020-02-02 14:36:00,161,0,24,26
2020-02-02,VARD,T-12625,2733466,2020-02-02 14:39:00,2020-02-02 14:40:00,2020-02-02 15:04:00,2020-02-02 15:06:00,185,0,25,26
2020-02-02,ERN,T-12625,2659586,2020-02-02 15:40:00,2020-02-02 15:45:00,2020-02-02 15:52:00,2020-02-02 15:58:00,221,0,12,13
2020-02-02,AWY,T-12625,2657810,2020-02-02 16:03:00,2020-02-02 16:05:00,2020-02-02 16:28:00,2020-02-02 16:32:00,237,0,25,27
2020-02-02,TCR,T-12625,2658364,2020-02-02 17:07:00,2020-02-02 17:10:00,2020-02-02 17:25:00,2020-02-02 17:28:00,292,0,18,18
2020-02-02,OTP,T-12625,2733328,2020-02-02 18:04:00,2020-02-02 18:05:00,2020-02-02 18:10:00,2020-02-02 18:12:00,336,0,6,7
2020-02-02,PGT,T-12625,2658283,2020-02-02 18:42:00,2020-02-02 18:45:00,2020-02-02 18:40:00,2020-02-02 18:50:00,367,0,-2,5
2020-02-02,CBE,T-12625,2657867,2020-02-02 19:52:00,2020-02-02 19:55:00,2020-02-02 19:57:00,2020-02-02 20:06:00,423,0,5,11
2020-02-02,TUP,T-12625,2657806,2020-02-02 20:48:00,2020-02-02 20:50:00,2020-02-02 21:01:00,2020-02-02 21:03:00,474,0,13,13
2020-02-02,ED,T-12625,2658786,2020-02-02 21:50:00,2020-02-02 21:55:00,2020-02-02 21:48:00,2020-02-02 21:57:00,524,0,-2,2
2020-02-02,SA,T-12625,2659084,2020-02-02 22:52:00,2020-02-02 22:55:00,2020-02-02 22:54:00,2020-02-02 22:56:00,584,0,2,1
2020-02-02,JTJ,T-12625,2657662,2020-02-03 00:43:00,2020-02-03 00:45:00,2020-02-03 00:40:00,2020-02-03 00:49:00,704,1,-3,4
2020-02-02,KPD,T-12625,2658215,2020-02-03 02:00:00,2020-02-03 02:02:00,2020-02-03 01:55:00,2020-02-03 02:03:00,789,1,-5,1
2020-02-02,CTO,T-12625,2658278,2020-02-03 02:39:00,2020-02-03 02:40:00,2020-02-03 02:48:00,2020-02-03 02:50:00,821,1,9,10
2020-02-02,TPTY,T-12625,2659319,2020-02-03 03:48:00,2020-02-03 03:50:00,2020-02-03 04:02:00,2020-02-03 04:06:00,893,1,14,16
2020-02-02,RU,T-12625,2659076,2020-02-03 04:10:00,2020-02-03 04:20:00,2020-02-03 04:26:00,2020-02-03 04:38:00,903,1,16,18
2020-02-02,GDR,T-12625,2657687,2020-02-03 05:43:00,2020-02-03 05:45:00,2020-02-03 05:56:00,2020-02-03 05:58:00,986,1,13,13
2020-02-02,NLR,T-12625,2659518,2020-02-03 06:17:00,2020-02-03 06:18:00,2020-02-03 06:30:00,2020-02-03 06:32:00,1025,1,14,14
2020-02-02,BZA,T-12625,2657824,2020-02-03 10:00:00,2020-02-03 10:10:00,2020-02-03 09:59:00,2020-02-03 10:11:00,1280,1,-1,1
2020-02-02,WL,T-12625,2659008,2020-02-03 13:00:00,2020-02-03 13:05:00,2020-02-03 12:57:00,2020-02-03 13:05:00,1487,1,-3,0
2020-02-02,RDM,T-12625,2733232,2020-02-03 14:40:00,2020-02-03 14:41:00,2020-02-03 14:47:00,2020-02-03 14:48:00,1588,1,7,7
2020-02-02,BPQ,T-12625,2658211,2020-02-03 16:55:00,2020-02-03 17:00:00,2020-02-03 16:45:00,2020-02-03 17:00:00,1730,1,-10,0
2020-02-02,CD,T-12625,2658780,2020-02-03 17:18:00,2020-02-03 17:19:00,2020-02-03 17:15:00,2020-02-03 17:19:00,1744,1,-1,0
2020-02-02,SEGM,T-12625,2658373,2020-02-03 19:00:00,2020-02-03 19:01:00,2020-02-03 19:04:00,2020-02-03 19:06:00,1862,1,4,5
2020-02-02,NGP,T-12625,2659359,2020-02-03 20:10:00,2020-02-03 20:15:00,2020-02-03 20:18:00,2020-02-03 20:28:00,1938,1,8,13
2020-02-02,ET,T-12625,2658804,2020-02-04 01:05:00,2020-02-04 01:15:00,2020-02-04 01:19:00,2020-02-04 01:33:00,2237,2,14,18
2020-02-02,BPL,T-12625,2658194,2020-02-04 02:55:00,2020-02-04 03:00:00,2020-02-04 03:13:00,2020-02-04 03:24:00,2329,2,18,24
2020-02-02,BINA,T-12625,2657929,2020-02-04 04:50:00,2020-02-04 04:55:00,2020-02-04 04:59:00,2020-02-04 05:03:00,2467,2,9,8
2020-02-02,JHS,T-12625,2659350,2020-02-04 06:55:00,2020-02-04 07:05:00,2020-02-04 06:51:00,2020-02-04 07:05:00,2620,2,-4,0
2020-02-02,GWL,T-12625,2658454,2020-02-04 08:20:00,2020-02-04 08:25:00,2020-02-04 08:34:00,2020-02-04 08:37:00,2718,2,14,12
2020-02-02,AGC,T-12625,2657986,2020-02-04 10:10:00,2020-02-04 10:15:00,2020-02-04 10:15:00,2020-02-04 10:20:00,2836,2,5,5
